ticker,volume,open,close,high,low,window_start,transactions
O:ACHR260116C00017000,398,1.8,1.94,2.01,1.69,1739250000000000000,22
O:ACHR260116C00020000,752,1.4,1.59,1.89,1.3,1739250000000000000,90
O:ACHR260116P00003000,201,0.25,0.25,0.25,0.25,1739250000000000000,2
O:ACHR260116P00003500,2,0.37,0.37,0.37,0.37,1739250000000000000,2
O:ACHR260116P00005000,59,0.77,0.84,0.84,0.71,1739250000000000000,6
O:ACHR260116P00007000,45,1.57,1.75,1.78,1.31,1739250000000000000,21
O:ACHR260116P00010000,9,3.24,3.7,3.77,3.24,1739250000000000000,9
O:ACHR260116P00012000,53,4.76,5,5,4.76,1739250000000000000,5
O:ACHR260116P00015000,5,7.1,7.1,7.1,7.1,1739250000000000000,1
O:ACHR270115C00001000,3,8.65,9,9,8.65,1739250000000000000,2
O:ACHR270115C00002000,16,8,7.8,8.25,7.65,1739250000000000000,11
O:ACHR270115C00003000,32,7,7.2,7.65,7,1739250000000000000,8
O:ACHR270115C00004000,18,6.5,6.75,6.9,6.5,1739250000000000000,8
O:ACHR270115C00005000,366,6.75,6.16,6.75,5.9,1739250000000000000,160
O:ACHR270115C00007000,145,5.18,5.45,5.7,5.18,1739250000000000000,36
O:ACHR270115C00010000,476,4.6,4.55,4.9,4.25,1739250000000000000,107
O:ACHR270115C00012000,65,4.1,4.25,4.42,3.8,1739250000000000000,18
O:ACHR270115C00015000,223,3.95,3.6,3.95,3.23,1739250000000000000,32
O:ACHR270115C00017000,29,2.97,3.25,3.35,2.97,1739250000000000000,9
O:ACHR270115C00020000,412,3.22,2.93,3.26,2.55,1739250000000000000,81
O:ACHR270115P00005000,11,1.34,1.41,1.43,1.34,1739250000000000000,7
O:ACHR270115P00007000,26,2.39,2.53,2.53,2.36,1739250000000000000,4
O:ACHR270115P00010000,9,4.35,4.55,4.55,4.35,1739250000000000000,5
O:ACHR270115P00012000,4,5.7,5.87,5.87,5.7,1739250000000000000,2
O:ACHR270115P00015000,3,8.11,8.11,8.11,8.11,1739250000000000000,1
O:ACHV250221C00007500,650,0.1,0.04,0.1,0.04,1739250000000000000,2
O:ACHV250321C00005000,45,0.1,0.1,0.1,0.1,1739250000000000000,1
O:ACHV250620C00005000,7,0.6,0.4,0.6,0.4,1739250000000000000,2
O:ACHV250919C00002500,3,1.5,1.5,1.5,1.5,1739250000000000000,1
O:ACHV250919C00005000,6,0.8,0.65,0.85,0.65,1739250000000000000,3
O:ACI250214C00020500,1,0.52,0.52,0.52,0.52,1739250000000000000,1
O:ACI250214C00021000,7,0.26,0.37,0.37,0.15,1739250000000000000,6
O:ACI250214C00021500,111,0.05,0.1,0.1,0.05,1739250000000000000,3
O:ACI250214C00022500,14,0.05,0.05,0.05,0.05,1739250000000000000,1
O:ACI250214P00021000,14,0.25,0.12,0.25,0.1,1739250000000000000,5
O:ACI250214P00021500,30,0.42,0.37,0.42,0.37,1739250000000000000,2
O:ACI250221C00020000,38,1.1,1.17,1.22,1.1,1739250000000000000,8
O:ACI250221C00020500,215,0.61,0.75,0.76,0.59,1739250000000000000,9
O:ACI250221C00021000,199,0.3,0.4,0.4,0.3,1739250000000000000,3
O:ACI250221C00021500,76,0.15,0.15,0.17,0.15,1739250000000000000,7
O:ACI250221P00019500,1000,0.1,0.05,0.1,0.05,1739250000000000000,12
O:ACI250221P00020500,2,0.1,0.1,0.1,0.1,1739250000000000000,1
O:ACI250228C00019000,1,2.45,2.45,2.45,2.45,1739250000000000000,1
O:ACI250228C00021000,63,0.44,0.39,0.44,0.39,1739250000000000000,4
O:ACI250228C00021500,101,0.25,0.3,0.3,0.25,1739250000000000000,3
O:ACI250228P00020500,4,0.2,0.14,0.2,0.14,1739250000000000000,2
O:ACI250228P00021000,110,0.33,0.3,0.33,0.29,1739250000000000000,14
O:ACI250228P00021500,24,0.6,0.6,0.6,0.6,1739250000000000000,3
O:ACI250307C00021000,8,0.55,0.55,0.55,0.55,1739250000000000000,2
O:ACI250307C00021500,37,0.3,0.3,0.3,0.3,1739250000000000000,1
O:ACI250307P00020500,135,0.2,0.2,0.2,0.2,1739250000000000000,5
O:ACI250307P00021000,108,0.4,0.35,0.4,0.35,1739250000000000000,3
O:ACI250321C00021000,10,0.7,0.72,0.75,0.7,1739250000000000000,3
O:AEO250620P00013000,4,0.81,0.84,0.84,0.81,1739250000000000000,4
O:ACI250321P00020000,9,0.17,0.15,0.17,0.15,1739250000000000000,5
O:ACI250321P00021000,89,0.5,0.5,0.5,0.5,1739250000000000000,12
O:ACI250417C00021000,46,1,1,1,1,1739250000000000000,2
O:ACI250417C00022000,19,0.65,0.62,0.65,0.53,1739250000000000000,6
O:ACI250417C00023000,2,0.3,0.3,0.3,0.3,1739250000000000000,1
O:ACI250417P00017000,1000,0.15,0.1,0.15,0.1,1739250000000000000,12
O:ACI250417P00019000,50,0.2,0.2,0.2,0.2,1739250000000000000,3
O:ACI250417P00021000,51,0.7,0.75,0.75,0.7,1739250000000000000,2
O:ACI250417P00025000,3,3.8,3.8,3.8,3.8,1739250000000000000,1
O:ACI250718C00019000,4,2.76,2.76,2.76,2.76,1739250000000000000,1
O:ACI250718C00021000,51,1.45,1.45,1.45,1.45,1739250000000000000,6
O:ACI250718C00022000,17,0.99,1,1,0.99,1739250000000000000,3
O:ACI250718C00023000,2,0.63,0.63,0.63,0.63,1739250000000000000,1
O:ACI250718C00024000,538,0.4,0.4,0.4,0.4,1739250000000000000,9
O:ACI250718P00019000,25,0.45,0.45,0.45,0.45,1739250000000000000,2
O:ACI250718P00021000,300,1.15,1.15,1.15,1.15,1739250000000000000,7
O:ACI260116C00015000,49,6.49,6.49,6.49,6.47,1739250000000000000,3
O:ACI260116C00018000,2,4.1,4.1,4.1,4.1,1739250000000000000,1
O:ACI260116C00020000,6,2.73,2.83,2.83,2.73,1739250000000000000,2
O:ACI260116C00022000,401,1.75,1.87,1.87,1.75,1739250000000000000,13
O:ACI260116C00030000,21,0.3,0.2,0.3,0.2,1739250000000000000,2
O:ACI260116P00015000,1,0.2,0.2,0.2,0.2,1739250000000000000,1
O:ACI260116P00020000,2,1.35,1.35,1.35,1.35,1739250000000000000,1
O:ACI260116P00022000,201,2.35,2.35,2.35,2.35,1739250000000000000,24
O:ACI270115C00020000,1,3.8,3.8,3.8,3.8,1739250000000000000,1
O:ACI270115C00035000,13,0.4,0.2,0.4,0.2,1739250000000000000,4
O:ACIC250221C00012500,34,0.15,0.15,0.15,0.15,1739250000000000000,3
O:ACIC250221C00013500,1,0.05,0.05,0.05,0.05,1739250000000000000,1
O:ACIC250321C00012000,2,0.85,0.85,0.85,0.85,1739250000000000000,1
O:ACIC250321C00013000,3,0.49,0.5,0.5,0.49,1739250000000000000,2
O:ACIC250321C00014000,1,0.25,0.25,0.25,0.25,1739250000000000000,1
O:ACIC250321C00015000,1,0.1,0.1,0.1,0.1,1739250000000000000,1
O:ACIC250321P00012000,1,0.95,0.95,0.95,0.95,1739250000000000000,1
O:ACIC250516P00009500,1,0.45,0.45,0.45,0.45,1739250000000000000,1
O:ACIC250815C00012500,2,1.65,1.65,1.65,1.65,1739250000000000000,1
O:ACIC250815C00016500,2,0.58,0.58,0.58,0.58,1739250000000000000,1
O:ACIU250516C00005000,1,0.1,0.1,0.1,0.1,1739250000000000000,1
O:ACIU250516C00007500,13,0.05,0.05,0.05,0.05,1739250000000000000,1
O:ACIW250221C00055000,11,0.38,0.5,0.5,0.38,1739250000000000000,2
O:ACIW250321C00055000,1,1.65,1.65,1.65,1.65,1739250000000000000,1
O:ACLS250221C00050000,9,11,11.9,11.9,10.5,1739250000000000000,5
O:ACLS250221C00055000,64,4.7,5.05,7.33,4.1,1739250000000000000,15
O:ACLS250221C00060000,257,2.13,1.89,4.2,1.35,1739250000000000000,73
O:ACLS250221C00065000,316,1.15,0.5,1.58,0.33,1739250000000000000,87
O:ACLS250221C00070000,400,0.45,0.16,0.6,0.05,1739250000000000000,79
O:ACLS250221C00075000,451,0.1,0.1,0.15,0.05,1739250000000000000,55
O:ACLS250221C00080000,24,0.05,0.04,0.1,0.01,1739250000000000000,15
O:ACLS250221C00085000,3,0.02,0.03,0.05,0.02,1739250000000000000,3
O:ACLS250221C00090000,9,0.04,0.02,0.05,0.02,1739250000000000000,4
O:ACLS250221C00095000,2,0.03,0.03,0.03,0.03,1739250000000000000,1
O:ACLS250221P00045000,8,0.09,0.03,0.09,0.03,1739250000000000000,8
O:ACLS250221P00050000,200,0.1,0.13,0.35,0.1,1739250000000000000,43
O:ACLS250221P00055000,102,0.54,0.95,1.05,0.35,1739250000000000000,45
O:ACLS250221P00060000,382,1.85,2.27,3.5,1.4,1739250000000000000,93
O:ACLS250221P00065000,388,4.82,6.15,7.4,3.6,1739250000000000000,102
O:ACLS250221P00070000,175,9,10.7,12.15,8.62,1739250000000000000,56
O:ACLS250221P00075000,7,15.63,16.99,16.99,15.63,1739250000000000000,3
O:ACLS250221P00080000,1,21.3,21.3,21.3,21.3,1739250000000000000,1
O:ACLS250321C00055000,10,8.7,5.9,8.7,5.9,1739250000000000000,4
O:ACLS250321C00060000,51,5,3.6,5.8,3.4,1739250000000000000,16
O:ACLS250321C00065000,71,2.55,2.2,3.6,1.79,1739250000000000000,26
O:ACLS250321C00070000,188,1.6,1,2,0.85,1739250000000000000,30
O:ACLS250321C00075000,89,1,0.5,1,0.4,1739250000000000000,58
O:ACLS250321C00080000,136,0.85,0.24,0.85,0.22,1739250000000000000,53
O:ACLS250321C00085000,3,0.24,0.2,0.24,0.2,1739250000000000000,2
O:ACLS250321C00090000,8,0.05,0.1,0.1,0.05,1739250000000000000,7
O:ACLS250321C00095000,10,0.2,0.15,0.2,0.15,1739250000000000000,6
O:ACLS250321C00100000,446,0.1,0.04,0.1,0.03,1739250000000000000,70
O:ACLS250321P00045000,13,0.42,0.35,0.45,0.35,1739250000000000000,3
O:ACLS250321P00050000,289,0.99,1,1.2,0.7,1739250000000000000,27
O:ACLS250321P00055000,212,1.92,2.15,2.65,1.35,1739250000000000000,36
O:ACLS250321P00060000,30,4,4.14,5,3.43,1739250000000000000,20
O:ACLS250321P00065000,14,6.82,7.65,8.51,5.68,1739250000000000000,12
O:ACLS250321P00070000,7,9.7,12.64,12.68,9.7,1739250000000000000,5
O:ACLS250321P00075000,3,15,16.8,16.8,15,1739250000000000000,2
O:ACLS250321P00080000,3,19.8,18.76,19.8,18.76,1739250000000000000,3
O:ACLS250321P00085000,3,25,26.05,26.05,25,1739250000000000000,2
O:ACLS250321P00095000,1,36.27,36.27,36.27,36.27,1739250000000000000,1
O:ACLS250620C00040000,1,20.5,20.5,20.5,20.5,1739250000000000000,1
O:ACLS250620C00050000,2,12.7,12.3,12.7,12.3,1739250000000000000,2
O:ACLS250620C00055000,6,11.02,10,11.02,10,1739250000000000000,3
O:ACLS250620C00060000,24,7.6,7,9.75,7,1739250000000000000,12
O:ACLS250620C00065000,31,6,5.7,6,5.36,1739250000000000000,10
O:ACLS250620C00070000,170,5.56,3.8,5.56,3.8,1739250000000000000,19
O:ACLS250620C00075000,33,3.42,3,4.15,2.85,1739250000000000000,11
O:ACLS250620C00080000,28,2.28,2.22,2.85,2,1739250000000000000,11
O:ACLS250620C00085000,9,2.2,1.54,2.2,1.43,1739250000000000000,5
O:ACLS250620C00090000,4,1.55,1.3,1.6,1.3,1739250000000000000,4
O:ACLS250620C00095000,1,0.7,0.7,0.7,0.7,1739250000000000000,1
O:ACLS250620C00100000,18,0.65,0.5,0.65,0.5,1739250000000000000,9
O:ACLS250620C00105000,5,0.6,0.45,0.6,0.45,1739250000000000000,5
O:ACLS250620C00135000,103,0.3,0.12,0.3,0.1,1739250000000000000,4
O:ACLS250620C00150000,3,0.2,0.2,0.2,0.2,1739250000000000000,1
O:ACLS250620P00035000,2,0.44,0.44,0.44,0.44,1739250000000000000,1
O:ACLS250620P00040000,31,0.95,1.05,1.05,0.93,1739250000000000000,7
O:ACLS250620P00045000,11,1.85,2,2,1.85,1739250000000000000,2
O:ACLS250620P00050000,16,2.4,3.15,3.3,2.4,1739250000000000000,9
O:ACLS250620P00055000,4,4.95,5.4,5.4,4.95,1739250000000000000,3
O:ACLS250620P00060000,13,7.32,7.55,8.26,7.32,1739250000000000000,8
O:ACLS250620P00065000,2,10.2,10.23,10.23,10.2,1739250000000000000,2
O:ACLS250620P00070000,2,14.2,14.05,14.2,14.05,1739250000000000000,2
O:ACLS250620P00075000,6,18.75,17.94,18.75,17.94,1739250000000000000,2
O:ACLS250620P00105000,2,46.87,46.87,46.87,46.87,1739250000000000000,1
O:ACLS250620P00110000,3,52,52,52,52,1739250000000000000,1
O:ACLS250919C00040000,2,23.1,23.1,23.1,23.1,1739250000000000000,2
O:ACLS250919C00060000,17,10.97,10.37,10.97,9.84,1739250000000000000,3
O:ACLS250919C00070000,1,7.2,7.2,7.2,7.2,1739250000000000000,1
O:ACLS250919C00075000,1,5.8,5.8,5.8,5.8,1739250000000000000,1
O:ACLS250919C00080000,17,5.2,4.37,5.2,4.04,1739250000000000000,17
O:ACLS250919C00100000,5,1.8,1.8,1.8,1.8,1739250000000000000,4
O:ACLS250919C00110000,4,1.3,1.3,1.3,1.3,1739250000000000000,1
O:ACLS250919C00120000,3,0.8,0.75,0.8,0.75,1739250000000000000,3
O:ACLS250919P00035000,11,0.9,1.12,1.12,0.9,1739250000000000000,7
O:ACLS250919P00040000,4,1.75,1.6,1.75,1.6,1739250000000000000,2
O:ACLS250919P00045000,1,3.3,3.3,3.3,3.3,1739250000000000000,1
O:ACLS250919P00050000,15,4.1,3.8,4.1,3.8,1739250000000000000,2
O:ACLS250919P00055000,5,6.7,6.7,6.7,6.7,1739250000000000000,1
O:ACLS250919P00060000,4,8.5,9.3,9.3,8.5,1739250000000000000,2
O:ACLS250919P00065000,1,12.35,12.35,12.35,12.35,1739250000000000000,1
O:ACLS250919P00070000,5,15.6,15.6,15.6,15.6,1739250000000000000,1
O:ACLS250919P00075000,1,19.77,19.77,19.77,19.77,1739250000000000000,1
O:ACLS251219C00035000,1,28.5,28.5,28.5,28.5,1739250000000000000,1
O:ACLS251219C00050000,4,17.9,17.1,17.9,17.1,1739250000000000000,4
O:ACLS251219C00055000,3,14,14,14,14,1739250000000000000,2
O:ACLS251219C00060000,21,12.55,12.06,14.45,11.1,1739250000000000000,13
O:ACLS251219C00070000,22,9.6,8,10.5,8,1739250000000000000,7
O:ACLS251219C00080000,1,7.17,7.17,7.17,7.17,1739250000000000000,1
O:ACLS251219C00085000,1,4.71,4.71,4.71,4.71,1739250000000000000,1
O:ACLS251219C00090000,14,5.2,4.06,5.2,4.06,1739250000000000000,6
O:ACLS251219C00095000,7,3.48,3.16,3.5,3.16,1739250000000000000,4
O:ACLS251219C00110000,2,1.9,1.9,1.9,1.9,1739250000000000000,2
O:ACLS251219C00125000,2,0.55,0.55,0.55,0.55,1739250000000000000,1
O:ACLS251219C00145000,4,1.55,0.85,1.55,0.85,1739250000000000000,2
O:ACLS251219C00150000,2,0.6,0.6,0.6,0.6,1739250000000000000,2
O:ACLS251219P00035000,11,1.62,1.8,1.8,1.62,1739250000000000000,2
O:ACLS251219P00045000,3,4.08,4.12,4.12,4.08,1739250000000000000,2
O:ACLS251219P00050000,105,5.7,5.9,5.9,5.7,1739250000000000000,6
O:ACLS251219P00055000,3,7.97,8.58,8.58,7.97,1739250000000000000,3
O:ACLS251219P00060000,16,9.49,10.6,11.25,9.49,1739250000000000000,12
O:ACLS251219P00065000,2,13.6,13.6,13.6,13.6,1739250000000000000,1
O:ACLS251219P00070000,3,16.5,17.4,17.4,16.5,1739250000000000000,3
O:ACLS251219P00080000,16,23.9,24.2,24.2,23.06,1739250000000000000,4
O:ACLS251219P00085000,6,29.25,29.25,29.25,29.25,1739250000000000000,1
O:ACLS251219P00105000,7,46.2,46.2,46.2,46.2,1739250000000000000,1
O:ACLX250221C00070000,5,0.85,0.85,0.85,0.85,1739250000000000000,1
O:ACLX250221C00075000,6,0.3,0.05,0.3,0.05,1739250000000000000,2
O:ACLX250321C00075000,3,0.8,0.95,0.95,0.8,1739250000000000000,2
O:ACLX250516C00095000,1,1.2,1.2,1.2,1.2,1739250000000000000,1
O:ACLX250516C00100000,1,1.05,1.05,1.05,1.05,1739250000000000000,1
O:ACLX250516P00050000,2,1.65,1.55,1.65,1.55,1739250000000000000,2
O:ACLX250516P00065000,20,6.5,6.6,6.7,6.5,1739250000000000000,14
O:ACLX250516P00070000,26,9.4,9.3,9.4,9.2,1739250000000000000,16
O:ACM250221C00105000,5,2.5,2.5,2.5,2.5,1739250000000000000,1
O:ACM250221C00110000,26,0.05,0.35,0.35,0.05,1739250000000000000,2
O:ACM250221C00115000,3,0.2,0.2,0.2,0.2,1739250000000000000,1
O:ACM250221P00105000,2,0.9,0.9,0.9,0.9,1739250000000000000,2
O:ACM250321C00100000,15,8.09,8.07,8.09,8.07,1739250000000000000,3
O:ACM250321C00105000,11,4.5,4.4,4.5,4.4,1739250000000000000,3
O:AEO250228P00012000,4,0.2,0.2,0.2,0.2,1739250000000000000,1
O:AEO250228P00012500,4,0.05,0.05,0.05,0.05,1739250000000000000,2
O:AEO250228P00013000,2,0.07,0.08,0.08,0.07,1739250000000000000,2
O:AEO250228P00013500,155,0.13,0.14,0.15,0.13,1739250000000000000,7
O:AEO250228P00014000,29,0.26,0.26,0.26,0.26,1739250000000000000,1
O:AEO250228P00014500,13,0.41,0.45,0.45,0.41,1739250000000000000,2
O:AEO250228P00018000,3,3.45,3.55,3.55,3.45,1739250000000000000,2
O:AEO250307C00016000,1,0.39,0.39,0.39,0.39,1739250000000000000,1
O:AEO250307C00017000,8,0.21,0.17,0.21,0.17,1739250000000000000,4
O:AEO250307P00013000,40,0.31,0.31,0.31,0.31,1739250000000000000,1
O:AEO250307P00015000,1,1.07,1.07,1.07,1.07,1739250000000000000,1
O:AEO250307P00016000,6,1.61,1.68,1.68,1.61,1739250000000000000,2
O:AEO250314C00018000,1,0.11,0.11,0.11,0.11,1739250000000000000,1
O:AEO250314P00014000,2,0.61,0.61,0.61,0.61,1739250000000000000,2
O:AEO250314P00015000,19,1.07,1.11,1.11,1.07,1739250000000000000,10
O:AEO250321C00015000,13,0.98,0.87,0.98,0.87,1739250000000000000,9
O:AEO250321C00016000,9,0.5,0.5,0.54,0.5,1739250000000000000,4
O:AEO250321C00017000,9,0.26,0.22,0.26,0.22,1739250000000000000,3
O:AEO250321C00018000,26,0.14,0.11,0.14,0.11,1739250000000000000,7
O:AEO250321C00019000,2,0.07,0.07,0.07,0.07,1739250000000000000,1
O:AEO250321P00011000,100,0.08,0.08,0.08,0.08,1739250000000000000,1
O:AEO250321P00013000,57,0.34,0.36,0.36,0.33,1739250000000000000,4
O:AEO250321P00014000,190,0.62,0.69,0.69,0.62,1739250000000000000,26
O:AEO250321P00015000,41,1.11,1.2,1.2,1.11,1739250000000000000,15
O:AEO250321P00016000,12,1.61,1.92,1.92,1.61,1739250000000000000,4
O:AEO250321P00020000,1,5.42,5.42,5.42,5.42,1739250000000000000,1
O:AEO250328C00009000,1,5.6,5.6,5.6,5.6,1739250000000000000,1
O:AEO250328P00013000,1,0.39,0.39,0.39,0.39,1739250000000000000,1
O:AEO250516C00012000,1,3.04,3.04,3.04,3.04,1739250000000000000,1
O:AEO250516C00016000,1,0.77,0.77,0.77,0.77,1739250000000000000,1
O:AEO250516C00017000,16,0.58,0.52,0.58,0.52,1739250000000000000,2
O:AEO250516C00019000,5,0.23,0.23,0.23,0.23,1739250000000000000,2
O:AEO250516C00021000,1,0.1,0.1,0.1,0.1,1739250000000000000,1
O:AEO250516C00024000,2,0.2,0.2,0.2,0.2,1739250000000000000,1
O:AEO250516P00011000,1,0.23,0.23,0.23,0.23,1739250000000000000,1
O:AEO250516P00012000,4,0.38,0.4,0.4,0.38,1739250000000000000,3
O:AEO250516P00016000,3,2.13,2.12,2.13,2.12,1739250000000000000,2
O:AEO250516P00018000,1,3.67,3.67,3.67,3.67,1739250000000000000,1
O:AEO250620C00014000,46,2.07,2.07,2.07,2.07,1739250000000000000,2
O:AEO250620C00015000,53,1.56,1.43,1.56,1.43,1739250000000000000,5
O:AEO250620C00016000,8,1.14,1.14,1.14,1.14,1739250000000000000,2
O:AEO250620C00017000,1,0.78,0.78,0.78,0.78,1739250000000000000,1
O:AEO250620C00018000,38,0.58,0.58,0.58,0.58,1739250000000000000,1
O:AEO250620C00019000,10,0.39,0.41,0.41,0.37,1739250000000000000,10
O:AEO250620C00020000,10,0.3,0.26,0.3,0.25,1739250000000000000,10
O:AEO250620C00023000,25,0.1,0.1,0.1,0.1,1739250000000000000,1
O:AEO250620C00024000,5,0.12,0.12,0.12,0.12,1739250000000000000,1
O:AEO250620P00010000,8,0.22,0.2,0.25,0.2,1739250000000000000,8
O:AEO250620P00011000,8,0.3,0.36,0.38,0.3,1739250000000000000,8
O:AEO250620P00012000,5,0.57,0.59,0.59,0.55,1739250000000000000,5
O:AEO250620P00013000,4,0.81,0.84,0.84,0.81,1739250000000000000,4
O:AEO250620P00016000,1,2.16,2.16,2.16,2.16,1739250000000000000,1
O:AEO250815C00014000,1,2.25,2.25,2.25,2.25,1739250000000000000,1O:
